"pack","used","x","y"
"Red Deer",0,557562.374105077,5713764.40117837
"Red Deer",0,549694.326767069,5693220.33110252
"Red Deer",0,554783.614762088,5699494.98887091
"Red Deer",0,556161.022273619,5694377.08203536
"Red Deer",0,568197.50327375,5722174.09641262
"Red Deer",0,561189.16221911,5691290.24295073
"Red Deer",0,567189.534476478,5717524.5271841
"Red Deer",0,576915.165625606,5741758.38453566
"Red Deer",0,596973.369151369,5736866.51819452
"Red Deer",0,578007.969954705,5734887.84409405
"Red Deer",0,566669.720172342,5693920.87944878
"Red Deer",0,610302.292664011,5722843.77071884
"Red Deer",0,569682.657938272,5684679.13702789
"Red Deer",0,574544.123041322,5734101.15150467
"Red Deer",0,577469.892252605,5744571.59187282
"Red Deer",0,574364.06546035,5748030.2877864
"Red Deer",0,563020.990233176,5719612.46216328
"Red Deer",0,598961.55760079,5711677.32830527
"Red Deer",0,598880.118968423,5736678.9496206
"Red Deer",0,570228.232688795,5697202.95041345
"Red Deer",0,573130.949082032,5708727.98390524
"Red Deer",0,572095.731702561,5732084.18549041
"Red Deer",0,565603.337862274,5705765.38880332
"Red Deer",0,559990.272463102,5727727.43024164
"Red Deer",0,582859.345231655,5707760.6082844
"Red Deer",0,601681.970983047,5712797.92555976
"Red Deer",0,569946.365395351,5704281.06143954
"Red Deer",0,554931.684678158,5709132.94212824
"Red Deer",0,573880.129096785,5693504.52795198
"Red Deer",0,551740.362741444,5714264.32121722
"Red Deer",0,577576.988772556,5719678.46555814
"Red Deer",0,592483.550450945,5708448.94375084
"Red Deer",0,564147.88133996,5696381.10393071
"Red Deer",0,574107.268445734,5741617.95502917
"Red Deer",0,571932.91477279,5734342.74550278
"Red Deer",0,588130.032671817,5743803.28134322
"Red Deer",0,586286.656278355,5717985.00055713
"Red Deer",0,594259.564475982,5723686.455339
"Red Deer",0,569562.417801333,5729668.80515086
"Red Deer",0,582190.698080318,5746301.11161505
"Red Deer",0,595843.20582624,5738238.72414669
"Red Deer",0,603828.834612387,5715011.11769556
"Red Deer",0,579833.738931495,5707415.18220327
"Red Deer",0,579269.170306043,5710147.87008812
"Red Deer",0,597097.670647253,5718602.90299163
"Red Deer",0,561886.219617204,5712116.15921859
"Red Deer",0,563720.181294973,5691152.83202914
"Red Deer",0,565970.040110176,5688344.3416038
"Red Deer",0,575893.45878053,5735279.64992592
"Red Deer",0,582036.208013633,5733002.54278629
"Red Deer",0,607525.486238132,5724837.50932175
"Red Deer",0,578392.582418443,5725248.64303552
"Red Deer",0,605480.350167864,5729173.15245334
"Red Deer",0,556585.689343357,5700149.78098336
"Red Deer",0,552770.873446794,5696352.65361565
"Red Deer",0,555519.265736278,5695367.49232961
"Red Deer",0,575960.130145733,5736401.4287573
"Red Deer",0,564613.823070398,5695953.03560217
"Red Deer",0,580645.374628097,5713411.01815859
"Red Deer",0,551473.626168365,5717785.93762691
"Red Deer",0,568082.090860707,5730916.45718619
"Red Deer",0,552699.745802886,5703103.67141803
"Red Deer",0,571134.791904863,5727844.00982206
"Red Deer",0,570424.355749038,5703204.67034106
"Red Deer",0,579104.312927124,5706758.13105749
"Red Deer",0,585200.237442593,5715128.24534513
"Red Deer",0,558976.748382197,5725706.79802546
"Red Deer",0,569986.2754922,5691439.60317031
"Red Deer",0,572895.861988106,5726298.30887673
"Red Deer",0,596583.769822862,5711316.59164729
"Red Deer",0,588957.997872031,5719959.28556314
"Red Deer",0,561795.486726356,5727383.17942659
"Red Deer",0,573884.259679123,5743786.68668196
"Red Deer",0,558887.393441024,5685428.39949638
"Red Deer",0,567758.539507019,5721069.60810663
"Red Deer",0,576347.128841319,5716402.26152814
"Red Deer",0,593672.446345504,5740040.96171416
"Red Deer",0,605725.991261432,5720533.24232286
"Red Deer",0,569715.592805881,5690804.91072146
"Red Deer",0,592169.724938371,5733899.25729361
"Red Deer",0,578905.031709118,5709493.23056247
"Red Deer",0,555205.535595793,5727899.80089363
"Red Deer",0,566759.906371597,5721314.67005656
"Red Deer",0,557797.870127536,5692152.07328505
"Red Deer",0,594059.037966212,5718734.37961108
"Red Deer",0,586185.581342723,5729107.72965255
"Red Deer",0,577413.369453107,5740283.69018519
"Red Deer",0,568440.122514001,5725182.18419785
"Red Deer",0,576813.232417144,5703057.36013091
"Red Deer",0,588615.256915638,5713425.49414322
"Red Deer",0,561258.453711004,5696318.64063128
"Red Deer",0,573274.004951454,5731636.11148697
"Red Deer",0,594311.986017363,5720842.46179631
"Red Deer",0,563055.774942501,5687103.53474057
"Red Deer",0,594299.151459426,5718639.78743929
"Red Deer",0,579674.351203409,5709013.37215014
"Red Deer",0,559933.434830873,5689558.57885018
"Red Deer",0,563953.235004913,5702701.91167703
"Red Deer",0,558349.299906885,5688247.20400088
"Red Deer",0,552505.520171642,5719779.30083871
"Red Deer",0,563625.471538438,5723200.440337
"Red Deer",0,593139.638038679,5716248.16081344
"Red Deer",0,549211.758385983,5707821.72226167
"Red Deer",0,552456.58883544,5712960.02220543
"Red Deer",0,550628.364084338,5706956.31125797
"Red Deer",0,563161.314103246,5714618.96890354
"Red Deer",0,550368.751276031,5699291.5627315
"Red Deer",0,561345.172663057,5720885.40265939
"Red Deer",0,573010.295731882,5688412.76902116
"Red Deer",0,566399.187996763,5693491.42748796
"Red Deer",0,555664.457183834,5696842.00794179
"Red Deer",0,565353.199755164,5689736.75061968
"Red Deer",0,594081.203931707,5722384.47491386
"Red Deer",0,594774.940521375,5709207.28439856
"Red Deer",0,570608.305383367,5709684.5111582
"Red Deer",0,553084.766359493,5698907.52656552
"Red Deer",0,591234.399512937,5722591.82187973
"Red Deer",0,569180.267432567,5687153.99051973
"Red Deer",0,597941.848753115,5717182.46026778
"Red Deer",0,548725.765756424,5698567.31641959
"Red Deer",0,587091.331833257,5717411.46945573
"Red Deer",0,561188.335397646,5693343.19843713
"Red Deer",0,559705.713160643,5693455.71412529
"Red Deer",0,569857.829359623,5708960.35692454
"Red Deer",0,586211.155299223,5745621.68323142
"Red Deer",0,593081.727094401,5735138.11505765
"Red Deer",0,592362.12880622,5709929.87817213
"Red Deer",0,592676.256206326,5736355.48990164
"Red Deer",0,548431.075011782,5707871.40049639
"Red Deer",0,560168.746794469,5708158.20179788
"Red Deer",0,592273.199415703,5709228.04937448
"Red Deer",0,575878.592829008,5709920.81405519
"Red Deer",0,597366.765480215,5722075.20534546
"Red Deer",0,561474.284045202,5718701.68749544
"Red Deer",0,560716.195803299,5726824.10235511
"Red Deer",0,588301.810384427,5727121.71104339
"Red Deer",0,566245.782227313,5709256.92932539
"Red Deer",0,552405.853862163,5719053.16170809
"Red Deer",0,571973.575326579,5696146.01532344
"Red Deer",0,584487.384849455,5747585.31007064
"Red Deer",0,605096.700252668,5718760.03196886
"Red Deer",0,553564.641531245,5704130.92650991
"Red Deer",0,582369.084089564,5747722.14028854
"Red Deer",0,571742.657696172,5694047.27962844
"Red Deer",0,555599.223769005,5717870.8375296
"Red Deer",0,592405.391254024,5727611.56461215
"Red Deer",0,570961.799987201,5695659.306587
"Red Deer",0,597666.983445363,5722375.36959661
"Red Deer",0,551490.945873411,5709411.37664893
"Red Deer",0,566495.009323578,5691013.54753446
"Red Deer",0,600337.533862456,5725170.78406516
"Red Deer",0,589024.133439664,5709605.80163852
"Red Deer",0,588384.584499528,5740976.17391763
"Red Deer",0,556390.822666422,5704202.85363669
"Red Deer",0,570238.235985654,5693073.08791531
"Red Deer",0,565530.485042572,5695465.52244949
"Red Deer",0,554458.55106871,5723936.03964629
"Red Deer",0,586138.54731397,5735376.28654801
"Red Deer",0,593192.065809557,5725680.26251515
"Red Deer",0,584764.551728663,5717326.71974393
"Red Deer",0,569109.113032207,5704243.62175066
"Red Deer",0,575451.410516047,5747284.75002397
"Red Deer",0,571398.010893361,5691727.5487476
"Red Deer",0,551245.100513097,5690331.7792515
"Red Deer",0,558935.530668221,5727621.37071064
"Red Deer",0,570254.569925883,5727818.30807401
"Red Deer",0,605779.072871262,5723216.25382081
"Red Deer",0,580554.55669701,5720212.77666592
"Red Deer",0,578073.942020817,5733131.37469297
"Red Deer",0,585145.79754399,5704305.61606174
"Red Deer",0,549595.656539062,5709617.97283257
"Red Deer",0,568751.120047379,5703730.85938007
"Red Deer",0,574966.421397776,5747362.84988543
"Red Deer",0,562603.420232534,5684540.44573322
"Red Deer",0,561328.708799818,5722665.81274939
"Red Deer",0,590883.256544447,5713654.42592593
"Red Deer",0,548560.055346569,5708711.89313749
"Red Deer",0,554276.3984925,5718754.85170615
"Red Deer",0,552594.070170561,5697336.89311701
"Red Deer",0,591483.854289742,5717076.29118246
"Red Deer",0,568898.30841357,5727872.49826816
"Red Deer",0,586646.629696439,5720189.88540282
"Red Deer",0,573879.30200183,5733376.40352291
"Red Deer",0,605794.134884826,5721193.78526997
"Red Deer",0,580999.479449207,5722739.26492998
"Red Deer",0,609324.230347657,5718475.96182094
"Red Deer",0,552854.049637981,5712976.82941397
"Red Deer",0,588708.821462605,5736537.36036666
"Red Deer",0,575480.346821086,5732918.1997221
"Red Deer",0,586112.640960595,5717728.69516413
"Red Deer",0,564894.257457842,5721593.45719935
"Red Deer",0,594329.098492853,5732903.80544909
"Red Deer",0,570208.21117467,5702056.42032886
"Red Deer",0,560599.777341587,5704658.53908177
"Red Deer",0,567332.23231692,5701955.41821128
"Red Deer",0,555545.950655302,5690189.86382446
"Red Deer",0,580815.09473765,5727715.89813013
"Red Deer",0,564672.319906523,5689488.27020217
"Red Deer",0,573497.923407041,5731257.84499411
"Red Deer",0,589161.16918338,5732779.21628257
"Red Deer",0,581316.556668365,5746239.87929845
"Red Deer",0,571055.529813375,5704507.84985048
"Red Deer",0,584853.575792349,5720973.56091061
"Red Deer",0,580673.838418146,5727359.80147984
"Red Deer",0,565618.163777879,5683282.17994163
"Red Deer",0,574996.878611863,5741443.81620862
"Red Deer",0,571537.672567836,5686839.31315512
"Red Deer",0,570984.528932147,5690800.84225661
"Red Deer",0,577736.864604571,5728094.59530804
"Red Deer",0,590633.073782475,5727850.69633144
"Red Deer",0,562250.494366636,5714830.32338723
"Red Deer",0,554133.418653337,5695983.00849682
"Red Deer",0,608136.814566534,5726221.51455328
"Red Deer",0,569316.547295121,5720356.19818304
"Red Deer",0,574379.197244287,5693785.41739149
"Red Deer",0,549289.443107903,5716190.95688885
"Red Deer",0,553117.364955783,5702842.75898074
"Red Deer",0,575617.171339251,5711408.99190266
"Red Deer",0,555107.897671508,5716206.42609711
"Red Deer",0,552056.091851739,5703705.12758132
"Red Deer",0,605512.527027167,5717179.78885545
"Red Deer",0,583315.957666487,5705594.26661023
"Red Deer",0,573444.970413546,5738693.3771879
"Red Deer",0,573656.933323695,5740858.84062664
"Red Deer",0,575649.486736503,5700356.81926787
"Red Deer",0,556122.592259819,5698837.65438094
"Red Deer",0,570144.917063219,5705677.2096779
"Red Deer",0,566166.648235568,5714239.5052995
"Red Deer",0,593155.636892713,5737676.2949572
"Red Deer",0,553097.39168228,5720922.39028792
"Red Deer",0,602293.173490792,5715805.00915966
"Red Deer",0,580889.203515231,5708059.52150848
"Red Deer",0,565949.201711396,5729164.50744903
"Red Deer",0,592343.86116916,5710175.34935349
"Red Deer",0,568426.436915528,5724587.31779913
"Red Deer",0,596887.676531835,5716342.20765651
"Red Deer",0,552596.241879782,5699227.23998389
"Red Deer",0,571441.332293483,5704143.39966737
"Red Deer",0,590525.283007807,5737237.45070193
"Red Deer",0,554402.490239637,5688627.50576752
"Red Deer",0,588764.500423475,5743395.23236037
"Red Deer",0,582296.94526145,5729283.75296093
"Red Deer",0,572080.186264789,5690251.92129057
"Red Deer",0,579933.026548296,5723467.06425645
"Red Deer",0,576692.479303868,5748093.86642275
"Red Deer",0,561053.948861739,5718361.13817898
"Red Deer",0,547924.119332715,5707633.38630638
"Red Deer",0,559974.466100544,5723377.21774743
"Red Deer",0,558807.942261494,5715368.44857021
"Red Deer",0,549505.557795876,5697285.36688124
"Red Deer",0,568422.283618315,5737859.33397036
"Red Deer",0,580644.950080239,5724062.74528145
"Red Deer",0,557765.839676621,5717551.65384303
"Red Deer",0,597799.55159092,5731579.07942612
"Red Deer",0,566407.998739873,5685498.20879214
"Red Deer",0,571053.774553666,5732957.95599321
"Red Deer",0,584321.704705842,5712957.99097181
"Red Deer",0,554712.603837693,5693037.97866737
"Red Deer",0,578020.700449644,5737867.77422585
"Red Deer",0,550846.343671179,5692653.33630394
"Red Deer",0,579811.51981775,5731752.02077533
"Red Deer",0,565646.558268566,5714391.54289771
"Red Deer",0,560660.185250831,5696624.79382079
"Red Deer",0,597462.750217387,5731284.56708815
"Red Deer",0,580767.870937128,5728456.33388071
"Red Deer",0,572510.367305955,5736119.50166796
"Red Deer",0,591370.163800999,5722548.50202384
"Red Deer",0,593471.524034727,5715498.61091361
"Red Deer",0,572081.014408123,5738700.94838446
"Red Deer",0,571238.068420916,5718128.14154878
"Red Deer",0,567130.806146145,5732290.01253881
"Red Deer",0,578145.245564466,5745300.10045236
"Red Deer",0,586343.861587688,5729510.94538867
"Red Deer",0,580881.731627901,5736842.67954334
"Red Deer",0,580264.897563162,5737003.77057866
"Red Deer",0,595673.362266278,5712621.98418223
"Red Deer",0,567594.775617643,5726485.84157458
"Red Deer",0,566716.319579683,5691470.79268796
"Red Deer",0,579805.889840921,5699898.45998323
"Red Deer",0,568347.810141633,5720517.00369749
"Red Deer",0,572525.567416846,5708957.0698094
"Red Deer",0,556176.433108661,5709643.97566709
"Red Deer",0,592564.758348799,5739608.36844443
"Red Deer",0,567715.118510905,5712798.87041099
"Red Deer",0,582788.139430342,5712479.23309811
"Red Deer",0,548030.756085355,5716000.8631786
"Red Deer",0,549263.385696808,5701787.10788117
"Red Deer",0,597135.072505265,5727730.10054214
"Red Deer",0,581154.358039022,5719881.59255286
"Red Deer",0,567465.21703354,5688680.41410092
"Red Deer",0,579050.140972888,5700480.23645682
"Red Deer",0,573622.548168269,5704135.29463621
"Red Deer",0,592375.509144117,5727532.19477555
"Red Deer",0,582917.82780071,5708066.1336036
"Red Deer",0,577798.807066981,5699064.91442669
"Red Deer",0,557993.171668985,5704001.92652911
"Red Deer",0,596212.518993332,5724975.89373591
"Red Deer",0,565202.742771583,5706483.68967914
"Red Deer",0,605760.503133956,5727454.33261065
"Red Deer",0,562509.566408969,5688421.97347913
"Red Deer",0,579267.495011812,5737697.70750316
"Red Deer",0,558756.524049075,5727165.97285349
"Red Deer",0,580864.575378794,5719746.68133647
"Red Deer",0,558877.481353126,5704918.07343028
"Red Deer",0,601008.552613917,5712256.87200663
"Red Deer",0,569891.932668268,5711059.17351686
"Red Deer",0,587852.700786893,5715051.39845252
"Red Deer",0,561898.131297862,5705679.08506752
"Red Deer",0,579016.990427916,5712000.93965582
"Red Deer",0,586366.596351895,5715880.91391015
"Red Deer",0,583819.437772098,5730675.51046057
"Red Deer",0,598218.985685153,5711767.00069558
"Red Deer",0,588119.203267607,5735013.2172724
"Red Deer",0,573898.758075094,5736827.91780295
"Red Deer",0,585650.605960816,5743244.540373
"Red Deer",0,568088.150201859,5691969.4187299
"Red Deer",0,593300.057523508,5717195.22643138
"Red Deer",0,565437.267250713,5689239.29928008
"Red Deer",0,576745.837123544,5711489.79101916
"Red Deer",0,572638.668898994,5718231.24961177
"Red Deer",0,563038.848926509,5694466.18380674
"Red Deer",0,548329.604579023,5714120.04107044
"Red Deer",0,577903.814426152,5738431.01761881
"Red Deer",0,608471.558823214,5719737.51538538
"Red Deer",0,567404.086244279,5703395.8689433
"Red Deer",0,561194.178970273,5693796.1535116
"Red Deer",0,565768.155615511,5709582.95796483
"Red Deer",0,554963.786358061,5701649.83880394
"Red Deer",0,585881.239252643,5714478.22712965
"Red Deer",0,547203.818919379,5708420.93628831
"Red Deer",0,590673.899250817,5713092.77547099
"Red Deer",0,605435.076276061,5728760.14521344
"Red Deer",0,595513.964388669,5735285.08619121
"Red Deer",0,582728.450283571,5705727.73456272
"Red Deer",0,595697.065504648,5709572.29964145
"Red Deer",0,554399.859158147,5711545.74913132
"Red Deer",0,557734.027227734,5722126.08822362
"Red Deer",0,575178.803765828,5713884.27946201
"Red Deer",0,563577.973640023,5707274.00875778
"Red Deer",0,553093.672277171,5695952.33953446
"Red Deer",0,554297.367528404,5726514.7356974
"Red Deer",0,599882.460007174,5721494.74660869
"Red Deer",0,564013.961803658,5704793.80079056
"Red Deer",0,579948.386863632,5726158.41143531
"Red Deer",0,575368.890777163,5730759.29784506
"Red Deer",0,559882.630953274,5687144.59986952
"Red Deer",0,600794.625892634,5722423.8556999
"Red Deer",0,565070.564212728,5705986.03742731
"Red Deer",0,556011.209830324,5701671.13360561
"Red Deer",0,547027.463680769,5702217.98140172
"Red Deer",0,573366.784718468,5711342.48661872
"Red Deer",0,592039.703350658,5732259.71007293
"Red Deer",0,571709.3697376,5716993.95028773
"Red Deer",0,551371.647165499,5704960.85772902
"Red Deer",0,558775.04243101,5706116.41306966
"Red Deer",0,599941.961418159,5714795.4339213
"Red Deer",0,573508.622462812,5747606.73119804
"Red Deer",0,586968.540170071,5737435.31426599
"Red Deer",0,576972.407263545,5703644.36310991
"Red Deer",0,564948.518068465,5697210.72781517
"Red Deer",0,567998.88238249,5734724.12674594
"Red Deer",0,589673.25309123,5718825.2499895
"Red Deer",0,605392.917923141,5716536.68399382
"Red Deer",0,554086.972461249,5726984.55682907
"Red Deer",0,568743.120324081,5711682.88261237
"Red Deer",0,597435.804571098,5719799.26810068
"Red Deer",0,564378.114910754,5681757.89569204
"Red Deer",0,550146.6265511,5704276.09701263
"Red Deer",0,574550.972070056,5718140.2848688
"Red Deer",0,580356.127811021,5745918.31825487
"Red Deer",0,554328.615964655,5692720.15399623
"Red Deer",0,564888.988244894,5711553.04229229
"Red Deer",0,558534.117614107,5717726.37150378
"Red Deer",0,598569.294417557,5725135.21815296
"Red Deer",0,548498.854665384,5713487.70212908
"Red Deer",0,559158.575930571,5708550.81918676
"Red Deer",0,558880.022699463,5701405.63964912
"Red Deer",0,578471.43789087,5706917.24012419
"Red Deer",0,579905.221094593,5703228.2414329
"Red Deer",0,582116.97846401,5728632.06092576
"Red Deer",0,571444.304888187,5732579.16601672
"Red Deer",0,552077.037701757,5705998.70404304
"Red Deer",0,569525.652278904,5697831.52343279
"Red Deer",0,604629.007896659,5716817.37786102
"Red Deer",0,592554.376131353,5729065.43886503
"Red Deer",0,576820.974193659,5715662.29395161
"Red Deer",0,583399.150555766,5726907.67338703
"Red Deer",0,582008.652393171,5745632.13898266
"Red Deer",0,563126.208893866,5692103.79930624
"Red Deer",0,601139.956147301,5713114.21581268
"Red Deer",0,600937.439996772,5712245.26754793
"Red Deer",0,574944.042778504,5691118.81123065
"Red Deer",0,571557.093892658,5739820.08081183
"Red Deer",0,572505.994304997,5687850.62662097
"Red Deer",0,586075.223802329,5744833.11639557
"Red Deer",0,579106.196073861,5723650.92541248
"Red Deer",0,592194.27291181,5742753.60018695
"Red Deer",0,564869.799113199,5688951.85386933
"Red Deer",0,569266.811472483,5697778.28906723
"Red Deer",0,558884.354388217,5693107.93066876
"Red Deer",0,572213.011430301,5734981.50821733
"Red Deer",0,586846.189464151,5708575.59706739
"Red Deer",0,589574.785321895,5711110.45615242
"Red Deer",0,567484.466667331,5734270.67920944
"Red Deer",0,572433.648095389,5701599.16682881
"Red Deer",0,574221.219053986,5734726.48438755
"Red Deer",0,560937.12703246,5694036.00860888
"Red Deer",0,600427.832876393,5723339.61079873
"Red Deer",0,556518.194560122,5727964.44528871
"Red Deer",0,554136.917655782,5703481.26110445
"Red Deer",0,556584.360956172,5704183.55807614
"Red Deer",0,583353.535682535,5703065.73968992
"Red Deer",0,582708.082303023,5712389.62243781
"Red Deer",0,571585.021930719,5686681.7260573
"Red Deer",0,557027.80623867,5720809.97998864
"Red Deer",0,572031.408797178,5733013.84313622
"Red Deer",0,589610.774162718,5719202.30446328
"Red Deer",0,557205.915749386,5696923.41139226
"Red Deer",0,580272.726734971,5723875.2563834
"Red Deer",0,589301.963091835,5736194.32731776
"Red Deer",0,587134.314956466,5722415.39702876
"Red Deer",0,599384.248354817,5735999.85456649
"Red Deer",0,604305.456907625,5722004.9073303
"Red Deer",0,583136.973488726,5737195.17198794
"Red Deer",0,595838.565488672,5725637.22902574
"Red Deer",0,570719.160554262,5686723.39065009
"Red Deer",0,581418.536051079,5711863.48116047
"Red Deer",0,554010.369803063,5709765.05616692
"Red Deer",0,576820.755614263,5719754.37084105
"Red Deer",0,553912.357485973,5722759.02002049
"Red Deer",0,576861.212174796,5726271.69531914
"Red Deer",0,579981.635971411,5714375.64915862
"Red Deer",0,574479.326602958,5718936.08990054
"Red Deer",0,572275.138848015,5715074.34795355
"Red Deer",0,594271.884842071,5723049.55138361
"Red Deer",0,556530.117149998,5719513.09991544
"Red Deer",0,587256.892051445,5719684.96927341
"Red Deer",0,551029.347044822,5696639.12846217
"Red Deer",0,568239.880069321,5702206.61562612
"Red Deer",0,576398.399870462,5737631.37308074
"Red Deer",0,559869.849756302,5699853.12665167
"Red Deer",0,575415.027940588,5710022.50849785
"Red Deer",0,604329.951246608,5719723.16033958
"Red Deer",0,578083.637960342,5732461.14184135
"Red Deer",0,601021.936400827,5728227.2265386
"Red Deer",0,566474.782281614,5689086.76225133
"Red Deer",0,558598.434897748,5712775.64960798
"Red Deer",0,559474.599802461,5723652.52768361
"Red Deer",0,570195.673383921,5723039.23777425
"Red Deer",0,556419.618139233,5707222.87484112
"Red Deer",0,551392.931945767,5711948.64531834
"Red Deer",0,555874.083804475,5695496.20832418
"Red Deer",0,591686.363435884,5715450.50782764
"Red Deer",0,591520.153207607,5734061.59981013
"Red Deer",0,596906.99687802,5733764.58999062
"Red Deer",0,605221.344416502,5714735.29077448
"Red Deer",0,547916.48151284,5707930.83658249
"Red Deer",0,602712.477023871,5712213.01045503
"Red Deer",0,580492.796910818,5742344.26729195
"Red Deer",0,571963.207786437,5740104.13796231
"Red Deer",0,572396.309155303,5737687.89243174
"Red Deer",0,580022.159217956,5716012.61654412
"Red Deer",0,589265.3964879,5733852.59629707
"Red Deer",0,590397.61095868,5728090.7097939
"Red Deer",0,558184.688319631,5723064.05304992
"Red Deer",0,559749.664909953,5689792.20247374
"Red Deer",0,574657.996859622,5731085.19621258
"Red Deer",0,552767.036364956,5707273.24712347
"Red Deer",0,564305.415123979,5708495.19924292
"Red Deer",0,575561.93462713,5747525.39514634
"Red Deer",0,551040.301950618,5719656.00128442
"Red Deer",0,570973.138523692,5707228.42730039
"Red Deer",0,588782.112550255,5735601.60718783
"Red Deer",0,560793.612140229,5727859.08425265
"Red Deer",0,586083.349878071,5729900.66394134
"Red Deer",0,599212.968333484,5734361.32501402
"Red Deer",0,561752.762431175,5717832.20058861
"Red Deer",0,572411.76617979,5693874.19886212
"Red Deer",0,592512.931466143,5741511.78689908
"Red Deer",0,567734.446651559,5700279.02636522
"Red Deer",0,563720.208932671,5713472.89206327
"Red Deer",0,575829.317533375,5748311.532839
"Red Deer",0,594949.461917443,5732568.8323318
"Red Deer",0,556011.026257666,5723414.14497702
"Red Deer",0,581127.301431706,5714712.20378246
"Red Deer",0,579566.430004332,5709595.69387415
"Red Deer",0,574574.736205564,5705840.55655199
"Red Deer",0,574947.16055089,5735640.98158477
"Red Deer",0,607607.338311619,5721909.31866203
"Red Deer",0,569676.332050591,5728212.44855925
"Red Deer",0,580018.813369988,5746170.82967954
"Red Deer",0,565477.185218,5695045.76772186
"Red Deer",0,593591.265553562,5727313.75277232
"Red Deer",0,572485.863592337,5692737.52779919
"Red Deer",0,583646.514226971,5723912.5186494
"Red Deer",0,592515.839608338,5720712.6108747
"Red Deer",0,572781.067845102,5711846.97734036
"Red Deer",0,581095.978302258,5727105.29494816
"Red Deer",0,568561.099402985,5711621.72618202
"Red Deer",0,583832.150140718,5726420.9431187
"Red Deer",0,555501.309376578,5687302.98283347
"Red Deer",0,596681.426420445,5736365.11247001
"Red Deer",0,548335.617882669,5703710.29636557
"Red Deer",0,558504.521134262,5710004.07632746
"Red Deer",0,607704.063447373,5727162.14089507
"Red Deer",0,595486.969894002,5711537.64464825
"Red Deer",0,572308.113295725,5712743.20165629
"Red Deer",0,552841.85232726,5687903.08765452
"Red Deer",0,547102.227892662,5703372.3755229
"Red Deer",0,604838.405271788,5722500.72143097
"Red Deer",0,581829.331442692,5734376.04400379
"Red Deer",0,553232.727092223,5692694.40486234
"Red Deer",0,599330.689352756,5711259.91996003
"Red Deer",0,562906.097360232,5724672.26131372
"Red Deer",0,580948.696052981,5729022.92200036
"Red Deer",0,578102.904489745,5703496.9714387
"Red Deer",0,592304.092405938,5725131.43906123
"Red Deer",0,563609.515424836,5706953.29173349
"Red Deer",0,571757.525243054,5701367.7322873
"Red Deer",0,594287.041817489,5740265.37419312
"Red Deer",0,579027.117418288,5708634.89129348
"Red Deer",0,576662.70874755,5710053.46307503
"Red Deer",0,560370.024718395,5703218.26838778
"Red Deer",0,573652.114837689,5747842.43658864
"Red Deer",0,575795.30359523,5707605.72387106
"Red Deer",0,573956.830029094,5732004.18411918
"Red Deer",0,595120.497803245,5724930.65014932
"Red Deer",0,572259.563812532,5722723.07760535
"Red Deer",0,559556.081053708,5708162.65760209
"Red Deer",0,572525.394874956,5738329.80815291
"Red Deer",0,575656.000116867,5716570.63031541
"Red Deer",0,603186.060646149,5723654.44655984
"Red Deer",0,597442.781547635,5729164.07086033
"Red Deer",0,554490.197038071,5687919.07181194
"Red Deer",0,589793.432376613,5707345.23970724
"Red Deer",0,577966.411730312,5739167.44325208
"Red Deer",0,604296.456742206,5722463.8845101
"Red Deer",0,587353.752625592,5718445.12738395
"Red Deer",0,572360.240592104,5729921.64606846
"Red Deer",0,594441.96507736,5727007.86011102
"Red Deer",0,572969.617127744,5724362.87249772
"Red Deer",0,584687.335252249,5711503.46559418
"Red Deer",0,568299.63900166,5721151.33187352
"Red Deer",0,554296.669460019,5705180.26580219
"Red Deer",0,600777.526970099,5718323.96189965
"Red Deer",0,556659.519480069,5703346.15752595
"Red Deer",0,570494.443887317,5699193.09779245
"Red Deer",0,593329.051626129,5740746.15813278
"Red Deer",0,555240.390166654,5691578.3038294
"Red Deer",0,582219.57980888,5706976.9728651
"Red Deer",0,574195.322151215,5737107.79513341
"Red Deer",0,581394.319669239,5722420.656983
"Red Deer",0,561549.655177294,5684201.12669489
"Red Deer",0,584609.447570259,5740879.37637784
"Red Deer",0,566542.193574386,5685192.46174914
"Red Deer",0,585402.542337183,5742441.54366994
"Red Deer",0,547649.331164375,5700495.72877859
"Red Deer",0,568802.441900106,5717783.52221716
"Red Deer",0,584280.169849662,5737405.48049092
"Red Deer",0,557944.467527119,5721172.38828963
"Red Deer",0,561539.611920487,5684923.64415939
"Red Deer",0,577543.204019147,5732170.49719693
"Red Deer",0,556000.0304499,5709667.73462674
"Red Deer",0,559594.867880975,5697057.38107725
"Red Deer",0,561192.702518566,5714288.18838448
"Red Deer",0,589607.174515902,5739761.4824812
"Red Deer",0,608920.926473888,5723251.24808056
"Red Deer",0,583513.262538394,5715693.29452094
"Red Deer",0,594477.962183663,5727090.67411255
"Red Deer",0,585741.211617974,5719476.3939242
"Red Deer",0,592596.372015937,5726621.63361024
"Red Deer",0,576863.874039121,5720693.58901204
"Red Deer",0,576527.462282678,5721203.70408602
"Red Deer",0,569187.083125891,5687167.54291881
"Red Deer",0,577669.000062669,5710267.74509891
"Red Deer",0,568592.973007306,5701466.12963966
"Red Deer",0,570083.87202831,5725527.25856513
"Red Deer",0,581036.758418983,5718484.22952368
"Red Deer",0,552382.903785247,5701975.14444122
"Red Deer",0,598628.067888957,5725445.64366354
"Red Deer",0,578506.221779725,5715059.4905019
"Red Deer",0,600170.321277627,5711073.37151287
"Red Deer",0,560320.992677047,5688997.28548032
