"pack","used","x","y"
"Red Deer",0,569781.553157499,5687020.99952629
"Red Deer",0,572872.665587738,5727734.44004276
"Red Deer",0,602510.384919803,5715514.67914724
"Red Deer",0,568105.726349492,5696175.56174547
"Red Deer",0,565806.961587088,5713590.49803428
"Red Deer",0,563232.625714854,5713549.43652269
"Red Deer",0,591989.64833464,5721507.8231762
"Red Deer",0,577943.331654416,5698549.26895776
"Red Deer",0,568335.151483437,5724556.70590023
"Red Deer",0,603902.770027608,5725776.73923741
"Red Deer",0,556938.367958975,5691884.10965841
"Red Deer",0,586349.258702858,5744836.54793889
"Red Deer",0,558451.568079991,5684907.18080359
"Red Deer",0,595080.47109324,5740983.19843874
"Red Deer",0,586354.103231203,5740002.44806093
"Red Deer",0,548915.759917856,5699856.72783507
"Red Deer",0,575872.774371892,5726548.18337144
"Red Deer",0,572498.910667306,5706849.70481663
"Red Deer",0,585712.058815103,5743620.11965302
"Red Deer",0,571772.667936209,5713196.68201525
"Red Deer",0,588510.088531552,5712894.58573383
"Red Deer",0,576692.447153583,5734813.65929633
"Red Deer",0,592182.800395539,5714363.46293139
"Red Deer",0,574006.00695944,5699041.40533107
"Red Deer",0,573330.435265703,5702474.81325366
"Red Deer",0,552598.339002165,5724925.12996441
"Red Deer",0,580259.898588858,5736304.01455946
"Red Deer",0,571824.863012561,5738693.24935887
"Red Deer",0,553961.186035464,5722050.52851601
"Red Deer",0,601052.318587453,5723377.00263198
"Red Deer",0,559006.88447328,5707556.23723112
"Red Deer",0,601840.651009819,5714495.3452902
"Red Deer",0,568739.767593279,5710050.21531237
"Red Deer",0,570199.738662892,5744046.67533014
"Red Deer",0,573338.876250146,5744458.26849557
"Red Deer",0,573614.282840464,5739829.80050084
"Red Deer",0,586587.290601851,5708168.45328575
"Red Deer",0,547784.468613039,5710929.49453728
"Red Deer",0,563450.51688841,5682094.23917795
"Red Deer",0,575419.352624955,5740066.50312391
"Red Deer",0,590213.078547254,5731911.71922111
"Red Deer",0,561278.878866185,5688836.08897783
"Red Deer",0,563877.793965703,5700662.62329603
"Red Deer",0,606595.100971428,5717444.48454991
"Red Deer",0,573872.654459359,5704681.67894048
"Red Deer",0,590565.804902095,5716800.46911584
"Red Deer",0,555111.28346423,5704951.43745091
"Red Deer",0,587621.9329835,5714807.2062662
"Red Deer",0,548607.72908395,5704142.88233795
"Red Deer",0,548485.687740959,5710233.3733852
"Red Deer",0,590825.239531577,5719847.52684274
"Red Deer",0,576422.432755612,5727293.32483724
"Red Deer",0,551274.810096309,5722056.75590257
"Red Deer",0,574792.93741058,5720505.32800343
"Red Deer",0,571290.048138977,5698275.00517455
"Red Deer",0,604450.919611816,5716627.54682433
"Red Deer",0,580979.773421151,5746763.74012018
"Red Deer",0,573410.968615324,5706635.62827757
"Red Deer",0,559780.60703725,5688371.11036334
"Red Deer",0,566259.52656539,5726793.67242036
"Red Deer",0,601935.72880811,5717336.47477657
"Red Deer",0,591748.368238852,5727463.91851998
"Red Deer",0,607913.167899369,5722737.1060709
"Red Deer",0,601015.264046723,5732721.78834789
"Red Deer",0,607742.497168483,5719404.82383553
"Red Deer",0,597857.41914143,5712188.53228283
"Red Deer",0,581582.047752159,5710000.99028114
"Red Deer",0,554095.893177783,5719656.77917336
"Red Deer",0,609586.456475788,5722411.52667308
"Red Deer",0,607165.633596332,5713658.4169229
"Red Deer",0,588713.15919853,5708680.27321667
"Red Deer",0,584112.41380954,5707083.64156887
"Red Deer",0,593369.215081203,5718369.15467095
"Red Deer",0,551975.264393862,5704810.28072984
"Red Deer",0,582130.776953134,5704644.09150359
"Red Deer",0,578273.647300476,5740597.94895394
"Red Deer",0,584887.889688401,5708440.94190056
"Red Deer",0,580471.058866226,5723914.39469672
"Red Deer",0,582459.679247739,5721072.6620665
"Red Deer",0,586291.853608978,5745190.38239263
"Red Deer",0,576364.2766882,5736852.89210152
"Red Deer",0,607672.053325891,5717388.09872803
"Red Deer",0,559535.212388685,5706500.29920133
"Red Deer",0,559935.38723139,5704711.89222513
"Red Deer",0,559368.481739062,5693805.65254166
"Red Deer",0,550856.255789464,5698430.6706244
"Red Deer",0,586111.302727765,5730924.00313952
"Red Deer",0,560425.595179649,5699338.34809631
"Red Deer",0,586472.556307606,5741321.25085308
"Red Deer",0,575814.459193995,5745529.84341625
"Red Deer",0,562966.198231213,5711675.91978995
"Red Deer",0,569339.381868035,5690240.82894666
"Red Deer",0,596214.294263403,5725431.02209193
"Red Deer",0,586559.948622769,5745429.52404008
"Red Deer",0,595399.73020153,5726411.49407397
"Red Deer",0,567401.628297241,5698721.09843081
"Red Deer",0,548727.304062484,5706654.21160975
"Red Deer",0,590788.785423252,5712947.45822248
"Red Deer",0,566258.937133366,5703277.0136991
"Red Deer",0,560458.556454251,5710389.53294134
"Red Deer",0,599743.518644948,5713041.97613662
"Red Deer",0,562180.796696305,5701613.04505649
"Red Deer",0,567848.209812709,5717794.47177716
"Red Deer",0,555270.40036111,5710016.28004643
"Red Deer",0,563423.374845813,5682415.02948901
"Red Deer",0,562319.22417056,5689405.59001163
"Red Deer",0,590898.745141852,5726580.2627126
"Red Deer",0,548644.668287811,5706995.5162184
"Red Deer",0,580522.344633449,5726529.89138548
"Red Deer",0,566541.117588212,5727144.64513541
"Red Deer",0,562282.791516018,5717036.43428298
"Red Deer",0,594893.823493889,5732105.1140305
"Red Deer",0,556099.277954813,5692009.7959028
"Red Deer",0,591264.578131736,5739317.59041183
"Red Deer",0,566812.410111957,5710262.63544518
"Red Deer",0,550908.424534793,5723106.79163839
"Red Deer",0,550853.987842103,5723137.05595756
"Red Deer",0,568691.832870336,5700930.64779141
"Bow Valley",0,591206.189188192,5667207.09928742
"Bow Valley",0,566154.066380391,5687344.09344998
"Bow Valley",0,586235.023884188,5683771.47288478
"Bow Valley",0,572918.223171344,5683440.59614203
"Bow Valley",0,588494.778601742,5671698.66893501
"Bow Valley",0,565330.327340691,5685176.10837065
"Bow Valley",0,579246.314606217,5674847.45766566
"Bow Valley",0,567102.343574929,5678992.13734467
"Bow Valley",0,580230.066969787,5671984.33963232
"Bow Valley",0,590085.531820974,5677524.45553837
"Bow Valley",0,590744.867457054,5679703.43764166
"Bow Valley",0,575515.177798183,5678929.72131176
"Bow Valley",0,585974.061368723,5681203.00300715
"Bow Valley",0,566805.496496185,5687109.64122045
"Bow Valley",0,576273.049789152,5674607.1881671
"Bow Valley",0,575512.995687606,5679872.87783533
"Bow Valley",0,587151.432025721,5674544.33915227
"Bow Valley",0,567564.432255028,5685519.18839903
"Bow Valley",0,590880.553322787,5680492.86167836
"Bow Valley",0,585692.423469359,5677859.59100337
"Bow Valley",0,567055.763052762,5681481.01422755
"Bow Valley",0,576770.393984422,5675543.09286701
"Bow Valley",0,588267.50241559,5665215.29787753
"Bow Valley",0,585413.962873796,5678265.06939731
"Bow Valley",0,595247.237205718,5673467.02482465
"Bow Valley",0,588164.187743736,5675599.37819399
"Bow Valley",0,578356.519590122,5678817.44307774
"Bow Valley",0,585085.622106768,5678454.78572249
"Bow Valley",0,592182.447846417,5680583.62889795
"Bow Valley",0,578340.884718327,5684068.36928385
"Bow Valley",0,591152.005531372,5662839.27478946
"Bow Valley",0,585283.003092241,5670540.55031943
"Bow Valley",0,589271.70484635,5664470.96036262
"Bow Valley",0,589651.91118134,5665974.39555486
"Bow Valley",0,578525.874621843,5684644.13655994
"Bow Valley",0,583622.168974477,5667291.35118879
"Bow Valley",0,589146.11278119,5676091.56864822
"Bow Valley",0,587317.131531312,5676635.66219252
"Bow Valley",0,570388.954031826,5687097.79580022
"Bow Valley",0,574864.410672634,5679069.37492316
"Bow Valley",0,588775.690048505,5670536.64436692
"Bow Valley",0,580939.173863623,5669503.51601798
"Bow Valley",0,592090.961493453,5675526.66374935
"Bow Valley",0,583211.282304063,5671974.83059978
"Bow Valley",0,590451.431554266,5676447.40072623
"Bow Valley",0,588984.277059979,5680530.74383389
"Bow Valley",0,586467.723882144,5679963.63875483
"Bow Valley",0,577725.297725644,5683944.27633901
"Bow Valley",0,572410.862838676,5684846.5828274
"Bow Valley",0,593645.913746335,5675049.26816508
"Bow Valley",0,585882.755676362,5675797.26788151
"Bow Valley",0,568811.444791223,5686236.11659158
"Bow Valley",0,574893.248974265,5681789.94183553
"Bow Valley",0,574435.179640846,5677446.86891746
"Bow Valley",0,564412.63909823,5691648.76960017
"Bow Valley",0,580534.557513503,5685001.39254514
"Bow Valley",0,582506.299528346,5672047.35366833
"Bow Valley",0,593159.182122759,5675413.62803571
"Bow Valley",0,597768.874974991,5667296.58209992
"Bow Valley",0,587061.075550893,5667467.14621929
"Bow Valley",0,578017.708766427,5683685.29271936
"Bow Valley",0,580386.519541593,5673607.02106434
"Bow Valley",0,584156.17055457,5674686.02823626
"Bow Valley",0,595329.420905263,5663812.33284355
"Bow Valley",0,578544.74322493,5684203.23709587
"Bow Valley",0,590733.137040778,5680492.19679732
"Bow Valley",0,563414.028975239,5689099.76597814
"Bow Valley",0,596471.566502379,5664707.35001416
"Bow Valley",0,583225.88525277,5675223.54633348
"Bow Valley",0,574950.892456854,5678819.37622366
"Bow Valley",0,588818.663510838,5672086.00713661
"Bow Valley",0,584452.87392979,5668824.59842025
"Bow Valley",0,579405.813502231,5682159.84192776
"Bow Valley",0,577564.248624802,5672628.95081365
"Bow Valley",0,575474.89914397,5687544.87101163
"Bow Valley",0,579380.914559541,5676556.49265115
"Bow Valley",0,568636.52935769,5688866.75609283
"Bow Valley",0,595677.087463019,5663039.20294995
"Bow Valley",0,586810.237133989,5667776.35259939
"Bow Valley",0,588578.070655355,5678441.99565136
"Bow Valley",0,564205.748835271,5688544.69414626
"Bow Valley",0,568752.408038122,5682808.89372878
"Bow Valley",0,585435.540704293,5671082.70999088
"Bow Valley",0,592242.689213275,5669725.52002072
"Bow Valley",0,584938.286144577,5667630.80987363
"Bow Valley",0,565816.825546538,5688936.35467685
"Bow Valley",0,564535.407883761,5690398.72599411
"Bow Valley",0,572954.509062807,5683276.54636451
"Bow Valley",0,578229.838466526,5677612.40923779
"Bow Valley",0,562632.293766119,5688753.50383834
"Bow Valley",0,583236.054750248,5684234.82440803
"Bow Valley",0,576850.159577665,5675181.04474671
"Bow Valley",0,570335.88205862,5684894.81232019
"Bow Valley",0,565444.176134559,5691770.89078606
"Bow Valley",0,588785.578518378,5671948.4769497
"Bow Valley",0,582685.572279252,5683027.91348873
"Bow Valley",0,588101.950782009,5676815.99448219
"Bow Valley",0,597200.385152029,5669097.63270747
"Bow Valley",0,583013.874297713,5680864.46576121
"Bow Valley",0,587444.406214084,5670893.03603456
"Bow Valley",0,584762.950672739,5670121.96803262
"Bow Valley",0,574672.965978033,5682940.37629406
"Bow Valley",0,565062.540428397,5686029.26898025
"Bow Valley",0,584470.467282074,5666451.28555643
"Bow Valley",0,581958.69397674,5673671.4669254
"Bow Valley",0,590351.947817026,5663578.37846412
"Bow Valley",0,576787.209341695,5682888.22553325
"Bow Valley",0,581178.420560349,5683105.37144942
"Bow Valley",0,572124.453753341,5684179.64117733
"Bow Valley",0,589042.309015735,5664185.59147126
"Bow Valley",0,585835.631503243,5674127.35981223
"Bow Valley",0,574420.062080764,5675919.33072737
"Bow Valley",0,592871.882012652,5676732.76710184
"Bow Valley",0,586513.639002113,5668130.12570773
"Bow Valley",0,568760.033728041,5683542.90968408
"Bow Valley",0,568679.141463861,5685972.09605244
"Bow Valley",0,590127.245692727,5670119.66504826
"Bow Valley",0,567029.229111076,5678935.03537133
"Bow Valley",0,572732.172864456,5684576.77738205
"Bow Valley",0,584410.985602097,5681408.46894475
"Bow Valley",0,582321.968612629,5671301.9617996
"Bow Valley",0,567031.065176157,5679674.20831854
"Bow Valley",0,589233.98287219,5681781.6292368
"Bow Valley",0,565513.504573333,5685191.21264373
"Bow Valley",0,588101.958000394,5665619.12801247
"Bow Valley",0,590538.883118801,5673583.66050142
"Bow Valley",0,598652.35641292,5668457.13490433
"Bow Valley",0,592569.025384301,5678534.5103137
"Bow Valley",0,576588.574244973,5679860.79800023
"Bow Valley",0,591291.267197665,5675963.279134
"Bow Valley",0,573153.195937891,5684985.21789718
"Bow Valley",0,586925.183891297,5670156.35483226
"Bow Valley",0,595885.735201554,5668606.77505848
"Bow Valley",0,593373.21848129,5669883.22425477
"Bow Valley",0,578131.010466191,5685238.20962682
"Bow Valley",0,590849.281840142,5667392.29867908
"Bow Valley",0,581554.156757939,5677299.36800219
"Bow Valley",0,579730.269721099,5684927.72285202
"Bow Valley",0,585465.100451099,5680415.098106
"Bow Valley",0,577611.647524734,5682024.33203335
"Bow Valley",0,598866.125385369,5668357.98166566
"Bow Valley",0,583538.625151311,5678305.3714168
"Bow Valley",0,580545.809078245,5679937.48746326
"Bow Valley",0,588276.133095111,5681140.99603861
"Bow Valley",0,580895.497526414,5680654.36159186
"Bow Valley",0,590629.61986091,5679252.80935437
"Bow Valley",0,567778.324735255,5679466.05690807
"Bow Valley",0,563220.31731472,5687954.51136005
"Bow Valley",0,575394.91445616,5685265.13481105
"Bow Valley",0,571182.041067824,5679219.2618857
"Bow Valley",0,582178.716018768,5668855.90931213
"Bow Valley",0,577968.466486902,5673821.82074357
"Bow Valley",0,567678.957750575,5690229.45520459
"Bow Valley",0,590063.70469405,5678634.69745939
"Bow Valley",0,592880.048181279,5664468.12395115
"Bow Valley",0,586163.963592479,5669163.64094242
"Bow Valley",0,581274.806133846,5669031.01217306
"Bow Valley",0,589812.934178896,5667337.95820023
"Bow Valley",0,568929.786548664,5685086.8114181
"Bow Valley",0,573235.677968189,5675285.04266642
"Bow Valley",0,587340.946545338,5676257.19617214
"Bow Valley",0,580571.116960757,5678222.68567365
"Bow Valley",0,595592.760401464,5663917.24002958
"Bow Valley",0,566846.210219723,5685013.56919077
"Bow Valley",0,596680.793765314,5666076.46460473
"Bow Valley",0,591688.099770007,5667084.13690333
"Bow Valley",0,593294.535418477,5679186.46943791
"Bow Valley",0,584110.339896688,5678698.4832999
"Bow Valley",0,591002.459441485,5676233.4436278
"Bow Valley",0,562658.181435198,5685273.12256287
"Bow Valley",0,583851.362559247,5672198.92326246
"Bow Valley",0,591903.607105919,5667635.45343623
"Bow Valley",0,573327.606381648,5677268.55130436
"Bow Valley",0,592859.995771908,5662715.60416484
"Bow Valley",0,590710.349894961,5669527.75864421
"Bow Valley",0,583345.237811224,5677446.42874459
"Bow Valley",0,585491.074504838,5675419.82805694
"Bow Valley",0,572745.131279957,5686956.73220742
"Bow Valley",0,598249.585111535,5670083.68475198
"Bow Valley",0,570238.918647343,5681247.63429713
"Bow Valley",0,563140.42322375,5690102.18171624
"Bow Valley",0,580858.649798214,5674299.3629191
"Bow Valley",0,576528.437431081,5685936.29505945
"Bow Valley",0,568277.232540924,5686833.10767898
"Bow Valley",0,581127.57228645,5674911.90294946
"Bow Valley",0,576822.428389169,5685060.05133345
"Bow Valley",0,590119.158428207,5670517.12733283
"Bow Valley",0,589091.316103521,5662969.46874283
"Bow Valley",0,596842.265910665,5667898.95200816
"Bow Valley",0,572180.846663961,5680952.44203835
"Bow Valley",0,587759.598624227,5668350.02203622
"Bow Valley",0,599182.487977752,5668579.89486578
"Bow Valley",0,578459.0473707,5672378.68547186
"Bow Valley",0,591607.825516624,5677892.95586191
"Bow Valley",0,563320.385138098,5687153.38121791
"Bow Valley",0,594915.033685508,5668102.40716755
"Bow Valley",0,589709.119664517,5671199.24509417
"Bow Valley",0,579665.829596631,5673366.3633188
"Bow Valley",0,576896.17367514,5684403.71362839
"Bow Valley",0,586759.566986394,5671515.3656584
"Bow Valley",0,575488.205877099,5685099.26463366
"Bow Valley",0,597335.971847998,5665183.24516361
"Bow Valley",0,590391.162720844,5672127.35198588
"Bow Valley",0,584556.406193109,5670161.35792794
"Bow Valley",0,578765.008874319,5684803.81226787
"Bow Valley",0,572081.565924117,5677310.15197742
"Bow Valley",0,574532.363230321,5687068.2537814
"Bow Valley",0,587145.053184972,5677498.85672387
"Bow Valley",0,563177.122878943,5688231.97070204
"Bow Valley",0,585930.632073288,5666028.06186643
"Bow Valley",0,590422.488175331,5671510.60116816
"Bow Valley",0,571091.226015859,5684866.51156278
"Bow Valley",0,590505.471787208,5667283.23008019
"Bow Valley",0,579026.051097874,5676109.02312074
"Bow Valley",0,583874.222081163,5670753.2911074
"Bow Valley",0,597436.753469958,5669920.10312004
"Bow Valley",0,582673.625809568,5674262.68948399
"Bow Valley",0,583945.291557523,5674159.43020062
"Bow Valley",0,579845.941366734,5682347.95083765
"Bow Valley",0,583639.397911961,5683278.13436638
"Bow Valley",0,572895.666734178,5682163.67993331
"Bow Valley",0,573525.462932804,5682527.70732422
"Bow Valley",0,575564.14185531,5681825.54540176
"Bow Valley",0,565714.9130502,5687517.18463472
"Bow Valley",0,574962.881074561,5686726.64124773
"Bow Valley",0,563923.428361645,5683037.6092008
"Bow Valley",0,590576.308160442,5668075.0669467
"Bow Valley",0,575065.816816197,5673541.80046965
"Bow Valley",0,562736.299261819,5685901.40627615
"Bow Valley",0,595979.514833458,5668540.28120302
"Bow Valley",0,569410.801928483,5677138.2247639
"Bow Valley",0,571839.219464418,5684227.03626377
"Bow Valley",0,584791.288389033,5676667.13300991
"Bow Valley",0,569090.644187544,5686449.17956816
"Bow Valley",0,574187.467535887,5675018.56518968
"Bow Valley",0,586618.653987981,5682127.33113844
"Bow Valley",0,591813.466387374,5668353.68790092
"Bow Valley",0,593385.76078228,5673889.59842173
"Bow Valley",0,578200.89307763,5677949.57559285
"Bow Valley",0,584000.356119395,5676197.79895415
"Bow Valley",0,570770.842931993,5679301.12844536
"Bow Valley",0,594507.462307137,5663493.66552972
"Bow Valley",0,573148.105089355,5687710.89943972
"Bow Valley",0,579032.085754525,5674860.16904974
"Bow Valley",0,567765.396713871,5688725.32952471
"Bow Valley",0,562825.360220186,5687557.87344731
"Bow Valley",0,593972.965699687,5666731.12354806
"Bow Valley",0,568914.813994213,5685276.79156336
"Bow Valley",0,570270.949886782,5684722.59354907
"Bow Valley",0,566598.152182873,5687807.28111372
"Bow Valley",0,578307.723592013,5687081.92776168
"Bow Valley",0,593727.454275605,5678476.36430616
"Bow Valley",0,574287.350119445,5675489.97043758
"Bow Valley",0,591531.152642749,5680559.81785679
"Bow Valley",0,569411.940799013,5680114.77427663
"Bow Valley",0,584235.925564927,5669338.51271668
"Bow Valley",0,592004.518160675,5664191.41734947
"Bow Valley",0,582440.09130172,5674950.03487813
"Bow Valley",0,583712.440917305,5673065.0092456
"Bow Valley",0,587511.797617788,5682697.64976525
"Bow Valley",0,588915.04389339,5672492.12360768
"Bow Valley",0,582097.188073606,5675659.13967012
"Bow Valley",0,576518.96523302,5686560.68407344
"Bow Valley",0,564406.650565831,5686636.72603058
"Bow Valley",0,581136.898701113,5675533.10842668
"Bow Valley",0,579838.850518891,5681594.48583085
"Bow Valley",0,570767.927788374,5681565.37135619
"Bow Valley",0,570761.283921063,5676602.87239589
"Bow Valley",0,588059.448480922,5683010.77347936
"Bow Valley",0,588102.754915262,5681226.78386628
"Bow Valley",0,579554.125659137,5670370.5392259
"Bow Valley",0,580924.157745436,5678910.58527667
"Bow Valley",0,580352.490714802,5673545.08532822
"Bow Valley",0,591994.011680004,5673632.59589714
"Bow Valley",0,583441.02168957,5667598.47329906
"Bow Valley",0,573549.077868249,5682193.20544646
"Bow Valley",0,570051.28672779,5686249.81714772
"Bow Valley",0,589225.540508605,5669848.09216946
"Bow Valley",0,589989.297204341,5664281.20777626
"Bow Valley",0,566922.051817123,5682819.41069826
"Bow Valley",0,577404.499313774,5682381.14520163
"Bow Valley",0,588078.342357093,5683130.75454978
"Bow Valley",0,584463.05885154,5678513.22667287
"Bow Valley",0,591785.201755036,5667379.02402082
"Bow Valley",0,591783.296477361,5671439.01651457
"Bow Valley",0,564063.491006424,5686625.22372326
"Bow Valley",0,588561.024869078,5672005.88996533
"Bow Valley",0,580684.533778894,5672930.35795305
"Bow Valley",0,585065.670772255,5683991.77388752
"Bow Valley",0,563748.749736559,5685588.6416176
"Bow Valley",0,576119.475272802,5675002.70693624
"Bow Valley",0,564173.920304842,5684156.95118264
"Bow Valley",0,567902.042327589,5683263.52960395
"Bow Valley",0,575467.03793897,5687447.2736757
"Bow Valley",0,579783.844979983,5672089.25739454
"Bow Valley",0,594089.281555533,5669992.97203819
"Bow Valley",0,585168.327094255,5682725.20577864
"Bow Valley",0,580143.680099455,5684026.32411907
"Bow Valley",0,564652.730293483,5688096.49363369
"Bow Valley",0,591244.004660528,5680067.09102495
"Bow Valley",0,573666.294012168,5674558.30649323
"Bow Valley",0,577644.861591692,5687664.64608174
"Bow Valley",0,589914.106476243,5681659.61805315
"Bow Valley",0,576586.393515151,5679215.42050917
"Bow Valley",0,574191.222625033,5676286.97177913
"Bow Valley",0,589301.206828604,5666188.44177399
"Bow Valley",0,582419.063536575,5682987.53686584
"Bow Valley",0,562515.320434315,5689664.29862972
"Bow Valley",0,562511.149204441,5686737.4651117
"Bow Valley",0,564048.758852134,5690458.61151228
"Bow Valley",0,572378.463129558,5686528.32473585
"Bow Valley",0,581521.010627687,5673775.1963071
"Bow Valley",0,580928.001299115,5675141.74603173
"Bow Valley",0,587461.673786528,5671143.55615251
"Bow Valley",0,579145.964365738,5682601.53753437
"Bow Valley",0,593691.291044241,5671966.02602343
"Bow Valley",0,573702.689848538,5684937.43668757
"Bow Valley",0,588149.128315243,5682617.6503573
"Bow Valley",0,585958.701573298,5678473.53606913
"Bow Valley",0,583967.034309749,5673499.61896908
"Bow Valley",0,585973.032215886,5680838.01620572
"Bow Valley",0,593821.727055987,5669620.10897668
"Bow Valley",0,571763.304433503,5678380.55794351
"Bow Valley",0,583568.461862104,5678423.71579502
"Bow Valley",0,573575.80485365,5688640.6492097
"Bow Valley",0,580896.177487726,5674906.0521203
"Bow Valley",0,586425.766770066,5681739.15200945
"Bow Valley",0,576957.065028664,5682285.21355687
"Bow Valley",0,589629.379388052,5668395.46221859
"Bow Valley",0,589575.779773676,5677603.0766792
"Bow Valley",0,591481.088682132,5675246.98838429
"Bow Valley",0,589358.945277515,5670686.9785935
"Bow Valley",0,589353.544964785,5662511.78656465
"Bow Valley",0,589825.691038931,5676401.71428423
"Bow Valley",0,579978.884246439,5670557.40029633
"Bow Valley",0,587901.814514787,5669420.46215396
"Bow Valley",0,589530.745943273,5670419.69035714
"Bow Valley",0,594325.904352094,5674214.09281819
"Bow Valley",0,596497.781865132,5667678.19286588
"Bow Valley",0,579098.100605355,5675090.47948652
"Bow Valley",0,574017.312181102,5681905.64742858
"Bow Valley",0,579245.397259685,5672220.42867522
"Bow Valley",0,569591.417893116,5683159.68731941
"Bow Valley",0,586924.13255023,5666193.0372164
"Bow Valley",0,595956.053939732,5671767.81773209
"Bow Valley",0,576850.978051557,5676817.00277547
"Bow Valley",0,585801.489961294,5668616.82889252
"Bow Valley",0,586457.937212463,5675130.0008714
"Bow Valley",0,590820.035734754,5664365.30645132
"Bow Valley",0,589095.565800553,5667663.38940099
"Bow Valley",0,588356.646289248,5670969.9749429
"Bow Valley",0,582986.211010968,5677518.79516596
"Bow Valley",0,590951.734902577,5671529.90050687
"Bow Valley",0,585008.433791317,5676368.81193397
"Bow Valley",0,584653.593671423,5678386.56802113
"Bow Valley",0,564583.254157478,5685256.80886381
"Bow Valley",0,584133.763466299,5671066.72499433
"Bow Valley",0,596712.613513084,5668890.06895912
"Bow Valley",0,582087.045850434,5683973.64396491
"Bow Valley",0,591611.453034374,5666278.58475671
"Bow Valley",0,564628.979056416,5685739.60459945
"Bow Valley",0,587731.742363679,5676840.42978872
"Bow Valley",0,586741.745520931,5670697.69564804
"Bow Valley",0,587056.12090785,5676090.69473085
"Bow Valley",0,593853.732349442,5668115.9167752
"Bow Valley",0,567000.257173207,5678790.61792536
"Bow Valley",0,576622.943620453,5681441.5265382
"Bow Valley",0,585092.498080963,5670636.54981138
"Bow Valley",0,572162.480315353,5683641.68790313
"Bow Valley",0,586772.544234362,5675801.67303822
"Bow Valley",0,590362.695292107,5669074.6600138
"Bow Valley",0,562640.473331578,5688138.33634019
"Bow Valley",0,592530.944098896,5677330.14928692
"Bow Valley",0,580778.471000535,5675247.03421678
"Bow Valley",0,592783.232266237,5674632.72713782
"Bow Valley",0,591240.206899021,5673806.42638101
"Bow Valley",0,578323.660429971,5673362.11808047
"Bow Valley",0,577056.741984398,5679532.54379351
"Bow Valley",0,567537.416901292,5681081.90481714
"Bow Valley",0,585912.116148572,5672267.83562778
"Bow Valley",0,588156.809602451,5674768.22981277
"Bow Valley",0,569657.017922801,5678376.12651027
"Bow Valley",0,588162.006043889,5669766.58162224
"Bow Valley",0,583945.467542781,5671508.24655723
"Bow Valley",0,576435.299099313,5678489.23022075
"Bow Valley",0,594687.482396769,5675427.19460078
"Bow Valley",0,576541.962699483,5686798.99275982
"Bow Valley",0,592150.575044396,5668351.83592931
"Bow Valley",0,566511.434079588,5688583.31750379
"Bow Valley",0,580361.633777261,5673029.22718853
"Bow Valley",0,582126.400359203,5677505.60193857
"Bow Valley",0,570887.905549793,5684770.383881
"Bow Valley",0,587454.607503914,5677486.69317731
"Bow Valley",0,575470.736766666,5684818.09458513
"Bow Valley",0,581904.931730243,5671723.8927584
"Bow Valley",0,580139.428436156,5680414.03114486
"Bow Valley",0,575236.115306473,5674819.07197811
"Bow Valley",0,587814.986082081,5664739.73197223
"Bow Valley",0,572557.925760675,5676734.02681455
"Bow Valley",0,575442.047735279,5687988.91684619
"Bow Valley",0,593088.617566262,5668406.60655361
"Bow Valley",0,584365.474755343,5670730.60093454
"Bow Valley",0,564551.841339567,5684424.43205655
"Bow Valley",0,587668.201950512,5675775.96680138
"Bow Valley",0,580500.371455271,5677677.76869114
"Bow Valley",0,564128.848014259,5690213.30869326
"Bow Valley",0,569331.677722766,5680304.47621992
"Bow Valley",0,575434.744687912,5678204.27018708
"Bow Valley",0,567914.645810066,5680788.30554899
"Bow Valley",0,576632.594748802,5681109.66537697
"Bow Valley",0,570983.121954771,5677494.62077889
"Bow Valley",0,582413.845177815,5668852.22637161
"Bow Valley",0,578180.355681973,5684056.71688602
"Bow Valley",0,580994.604719171,5675302.94451701
"Bow Valley",0,576166.712370815,5673642.31250501
"Bow Valley",0,595330.115626686,5665550.27550518
"Bow Valley",0,588277.106799221,5683311.50472681
"Bow Valley",0,591784.195148726,5668333.73756419
"Bow Valley",0,585986.896591048,5665525.44814597
"Bow Valley",0,579503.03383031,5679584.08369447
"Bow Valley",0,597958.619958568,5667934.57646306
"Bow Valley",0,564509.822740138,5687440.58944506
"Bow Valley",0,580532.095153088,5681680.93974399
"Bow Valley",0,579663.52814676,5678934.81847414
"Bow Valley",0,591395.853406263,5662208.81958851
"Bow Valley",0,578771.01813554,5685271.36862046
"Bow Valley",0,593438.010331583,5666349.96465719
"Bow Valley",0,586749.646540651,5683446.69306689
"Bow Valley",0,589056.656917777,5668798.41750968
"Bow Valley",0,596044.15063207,5668941.94489606
"Bow Valley",0,585134.684783104,5670825.25998132
"Bow Valley",0,574345.336457809,5676320.12839955
"Bow Valley",0,591696.266864964,5680754.13063639
"Bow Valley",0,570143.637434207,5686355.35583284
"Bow Valley",0,593965.736784952,5666189.25191358
"Bow Valley",0,572844.371514703,5686387.21392796
"Bow Valley",0,586136.053657213,5680920.44643153
"Bow Valley",0,593917.334346087,5670117.15995484
"Bow Valley",0,564600.461527199,5689948.27368903
"Bow Valley",0,581103.189973835,5679633.78530015
"Bow Valley",0,566925.300072573,5689128.55273378
"Bow Valley",0,587887.927663009,5678334.96663723
"Bow Valley",0,579475.49028485,5679366.80380861
"Bow Valley",0,581762.890496619,5681419.12944808
"Bow Valley",0,582407.564195985,5684031.26493359
"Bow Valley",0,585344.748120205,5672458.9819393
